"","gene_id","gene_type","logFC","AveExpr"
"36","Unknown","miRNA",-0.0558981927698449,5.213066087938429
"18850","SNORD45","snoRNA",0.0237437092981436,5.479179179069691
"8453","COQ10B","protein_coding",0.0280984721880582,0.973827916363333
"6079","TTC7A","protein_coding",-0.0311578930615126,7.777978166921081
"18224","BTN1A1","protein_coding",-0.0163893327857287,-1.20569814182782
"11536","TM4SF4","protein_coding",-0.0407512256103932,5.68433114538494
"8782","SMARCAL1","protein_coding",0.0277925412954823,3.99916213943617
"14401","TIGD4","protein_coding",0.031645161834574,5.00912033428611
"11412","SPSB4","protein_coding",-0.0476994848424309,4.118965977575431
"15615","Y_RNA","misc_RNA",-0.0520741014915053,4.4540531972584905
"18867","KCNK17","protein_coding",0.024264270899167006,1.24614198715286
"16554","CTC-441N14.1","antisense",-0.0322431383912281,4.00112457089371
"7420","AC012363.10","processed_pseudogene",0.0348348325722888,4.54903518175571
"14775","MIR3945","miRNA",0.0155615927807083,0.32447604773397803
"9118","RNU6-107P","snRNA",0.0195243550295847,2.26727570643852
"17803","SERPINB1","protein_coding",-0.0341289379415965,1.5556051326265001
"11233","Unknown","unprocessed_pseudogene",-0.0513862303506799,4.25986399432548
"15105","Unknown","TEC",0.0423876227228992,5.939256242589389
"9117","KCNJ13","protein_coding",0.0311820432567675,3.27785386776528
"7263","AC123886.2","antisense",-0.0382644420802517,6.710394426131309
"10488","FOXP1-IT1","sense_intronic",0.0252061373756677,4.12677190351906
"18947","TBCC","protein_coding",0.0199864726288365,1.0063491594064
"3929","RP11-492I21.1","antisense",-0.0345497540516782,4.858285483135691
"627","RN7SL277P","misc_RNA",0.0522394922459516,5.36156156047711
"6899","CYP4F32P","unprocessed_pseudogene",-0.016231340578993,-1.1793694831930202
"3634","RPS23P9","unprocessed_pseudogene",0.0314680752634361,-0.080155240334095
"12069","SNORD66","snoRNA",-0.0480545289552023,3.59426450657952
"11109","MIR548I1","miRNA",-0.0443573955551016,6.41190236841982
"595","RCC2","protein_coding",0.0242226711519142,2.9812713487320797
"16900","PSD2","protein_coding",0.0383968331560775,3.6556416714298905
"17638","RP11-1259L22.2","processed_pseudogene",0.0528819650375457,7.839272152383731
"10885","ATG3","protein_coding",0.0264234240205224,1.1742592996238899
"6300","RP11-443F16.1","processed_pseudogene",0.0295113293045737,2.9063271296924595
"8087","METTL8","protein_coding",0.0177401843331471,1.3260601445534
"13391","SNORA3","snoRNA",0.0344217219031314,2.2728938547546202
"13034","RP11-731J8.1","processed_pseudogene",0.0183627726806623,0.890533027445327
"10486","MIR1284","miRNA",-0.0239053821946956,7.20522754683287
"15622","MIR449A","miRNA",-0.0491440116135347,4.31391148461406
"17676","HNRNPH1","protein_coding",0.0468866330754258,5.92005705472965
"123","Unknown","processed_pseudogene",0.0239610998805378,5.38851326091818
"18277","HIST1H4J","protein_coding",-0.0194333169052786,7.57028253270006
"1027","BAI2","protein_coding",-0.0328628270693897,3.90052301094941
"7636","Unknown","miRNA",0.0147121589658391,-1.55193802257774
"4478","CR1","protein_coding",0.0175659209484808,2.00793570206687
"10562","FRG2C","protein_coding",-0.0223145860660331,-0.0657128640480371
"3511","DARC","protein_coding",-0.0472015290405463,5.21337084367398
"2718","Unknown","misc_RNA",-0.0348373984035137,1.8092530957055402
"13734","ADH5","protein_coding",0.0465810700793537,1.2753548398163
"5647","AC012506.1","lincRNA",-0.0487681343773567,7.06621006786811
"2244","HMGB3P9","processed_pseudogene",-0.0170974625258248,-0.49245778785834404
"1110","SMIM12","protein_coding",-0.0527119972544688,7.1468312729388295
"15028","FASTKD3","protein_coding",-0.048286608516384,4.68687039252916
"10481","HMGB1P36","processed_pseudogene",0.0192253980490557,1.2254395539131
"3816","RP11-297H3.3","lincRNA",-0.0411911020566424,5.1571243021351
"10830","GUCA1C","protein_coding",0.0283940802363765,3.9446975815523193
"17046","NDFIP1","protein_coding",-0.020833929892115,3.55373602437623
"16465","AK3P4","processed_pseudogene",0.0244008423702322,6.69911206230091
"4853","HIST3H2A","protein_coding",-0.0218426214037552,8.98354761699849
"7608","Unknown","processed_transcript",0.0200354304554934,2.94587767830741
"16555","CTD-2544H17.2","antisense",0.0202019714502133,1.61840869018103
"9383","GRM7","protein_coding",0.0460966407607564,4.26998401212713
"8986","Unknown","miRNA",0.0238939724897047,0.481230425790204
"4537","RP11-543B16.2","processed_pseudogene",-0.0317119806122751,5.99814487209417
"18332","RP5-1186N24.3","antisense",-0.0143844098469522,2.6599800284223796
"8487","AOX3P","transcribed_unprocessed_pseudogene",0.0290857075364967,2.47250881687827
"15077","CTD-2199O4.3","lincRNA",-0.0383200731740571,6.6201901576524405
"17924","BLOC1S5","protein_coding",-0.0149996160285272,-0.000581945002810026
"8665","AC007879.6","lincRNA",-0.0322394251834942,5.34148765027086
"7818","MBD5","protein_coding",-0.0304299081400863,8.79392685009641
"5029","RP11-365D9.1","processed_pseudogene",-0.0366863480749956,2.49394223502041
"2868","RNA5SP59","rRNA_pseudogene",-0.0350652763086784,5.92420910906847
"11465","SLC9A9-AS1","antisense",-0.0474634173562319,4.91595172321757
"15363","RXFP3","protein_coding",0.017730554691515,1.95433537608445
"8568","AC073410.1","processed_pseudogene",-0.0334733697909595,1.03321854369655
"13646","PIGY","protein_coding",-0.0323199033989949,2.20489418324839
"16521","LAMTOR3P2","processed_pseudogene",-0.0433087308132418,3.61351363636271
"2847","Unknown","processed_pseudogene",0.0178663515656737,0.256156075424314
"11466","SLC9A9-AS2","antisense",0.0346381926116569,2.35289119877128
"9484","GSTM5P1","processed_pseudogene",-0.0204670788575381,0.5967129950355239
"4817","RP4-566D2.1","processed_pseudogene",-0.0463689194954299,3.9079396427986097
"16127","RPL5P17","processed_pseudogene",-0.0297767713990013,5.660356406792
"16655","RP11-114H7.2","processed_pseudogene",-0.0440772809457384,6.1675603799963605
"2796","FCGR1B","protein_coding",-0.0149017817001343,-0.6995208029261399
"522","RP1-134O19.3","unprocessed_pseudogene",0.0501742909892134,4.02678935605191
"17017","PCDHGB7","protein_coding",-0.0524205389755659,4.12252438997967
"4016","RP11-46A10.8","processed_pseudogene",-0.0212820605003584,5.91099219066784
"2300","MIR378G","miRNA",0.0238200228546902,5.047632989314231
"16699","KIF3A","protein_coding",-0.0176855499380611,-0.0234516665404577
"7827","AC105402.4","antisense",0.032993853459769996,9.3009100715815
"5493","RP11-245G13.2","lincRNA",-0.0471536887253479,6.872410765971059
"4844","RP5-1139B12.4","antisense",0.0341914859115576,9.6816901115041
"3879","RP11-296O14.3","antisense",-0.0504849155464763,7.553042858695281
"13620","SPARCL1","protein_coding",-0.0366073958230919,7.14219175705168
"3849","RP4-560B9.5","unprocessed_pseudogene",-0.0319528534544787,6.372691465046019
"9177","AGAP1-IT1","sense_intronic",-0.0350650569577557,2.84572895739371
"1113","RP1-34M23.5","antisense",-0.0169029860931289,-0.0501067612897677
"3327","EFNA4","protein_coding",0.0172663789276144,1.8734876543313501
"17966","SYCP2L","protein_coding",-0.0385870434834328,3.32840585184143
"121","SSU72","protein_coding",0.0265753155916931,2.9026547017096798
"4034","RNU6-152P","snRNA",0.0265433521041611,0.667015311870395
"3618","C1orf192","protein_coding",-0.0263903299937132,2.99939080197698
"17041","AC005740.6","antisense",-0.0289114270229392,7.392727599199411
"12217","Y_RNA","misc_RNA",0.0151859067329453,-0.36568760790651
"2874","AC241585.3","transcribed_unprocessed_pseudogene",-0.0170206305892709,-0.9551533709006991
"9656","Unknown","miRNA",-0.0565355335764299,4.9056868619302305
"9195","AC105760.2","antisense",0.0146190817275537,0.0540737415633276
"16515","CTB-161M19.4","antisense",-0.0381223970934022,1.51347106267012
"11264","NUDT16","protein_coding",0.0324106121832798,4.24033901536998
"7341","FOXD4L1","protein_coding",-0.0181125236659558,0.567858233548821
"8878","STK16","protein_coding",-0.0152191359738696,-1.4382141689106298
"12819","RP11-324H7.1","processed_pseudogene",0.0243859287057122,0.51991169385778
"12821","CCKAR","protein_coding",-0.0497471192828655,4.58972716051687
"16533","CTC-552D5.1","lincRNA",-0.0428838644820433,4.24759756481546
"9022","RNU6-964P","snRNA",-0.05033017415756599,6.207893275640499
"5467","SNORA26","snoRNA",-0.0473118547931357,6.656237548145991
"9826","DDTP1","processed_pseudogene",-0.0394422043766889,2.50754495948529
"13443","RNU2-16P","snRNA",0.0491898711355599,0.9372122952450891
"3812","SIGLEC30P","processed_pseudogene",0.051643910987619,6.97404449006211
"7697","ZRANB3","protein_coding",0.0198082319022468,3.43114853031775
"10984","RP11-190C22.1","processed_pseudogene",-0.0141865903131937,0.5395600312693889
"11132","ZXDC","protein_coding",-0.0502881874154417,4.19073415778481
"4678","C1orf115","protein_coding",0.0356872039474838,9.032626314218948
"10891","CD200R1L","protein_coding",-0.0158211116269926,0.919631045909543
"9160","SPP2","protein_coding",0.0575256716694687,6.29992114549279
"1145","AGO1","protein_coding",-0.0622657360744435,4.40956635197874
"1247","SNORA55","snoRNA",-0.0439000259613335,4.62793422169008
"9829","SCN10A","protein_coding",0.0490890639146707,2.49773878313679
"1405","Unknown","protein_coding",-0.0279802554984491,9.642871168871661
"9144","UGT1A5","protein_coding",0.0231536565201769,0.812739336734942
"2929","PFN1P8","processed_pseudogene",-0.0532176520845718,4.24244176737476
"11011","RABL3","protein_coding",0.0158765916211585,3.69167947764627
"10379","Unknown","misc_RNA",0.0323269479758815,1.18547514937209
"5443","RP11-385J23.1","processed_pseudogene",-0.0421877412170832,4.56878680806162
"15716","Unknown","TEC",0.0148537870523738,-1.33954605419702
"3178","LCE3A","protein_coding",0.0376485259384347,7.63047887800053
"12438","RP11-572O17.1","lincRNA",0.0203728458183648,2.9297243660834
"6889","ACTR3BP2","processed_pseudogene",0.0346469812672347,2.4414323195854197
"13622","DSPP","protein_coding",0.017547449312220003,1.03581469135051
"13724","EIF4E","protein_coding",0.0615483850689227,2.16967364467195
"8364","ORMDL1","protein_coding",-0.0606772723895232,5.52336713380578
"1014","SERINC2","protein_coding",-0.0349515689839323,7.25768899463654
"18825","PI16","protein_coding",-0.0283424306301105,3.6178050726162203
"13166","Unknown","transcribed_unprocessed_pseudogene",-0.0158933336306319,-0.212911435068998
"12959","RP11-632F7.3","antisense",-0.0245275950842519,-0.184220900718165
"8099","METAP1D","protein_coding",-0.0393844927668072,8.47102732709823
"16004","ACTBP2","processed_pseudogene",-0.0397364112945291,4.6825794678692905
"2152","Unknown","lincRNA",-0.0387029464272518,3.82086630477757
"6679","Unknown","misc_RNA",-0.0137781744407242,-0.744512396479896
"7767","AC013437.6","processed_pseudogene",0.0174838820159699,4.76320951651632
"6098","AC006509.4","processed_pseudogene",-0.0450549048275109,1.13390478213535
"12525","Y_RNA","misc_RNA",0.0143698413713937,0.686032213158012
"2754","HSD3BP1","unprocessed_pseudogene",-0.0367548477381134,6.0156852321475895
"2378","MIR553","miRNA",0.0408417826266056,8.38519265903836
"16150","RN7SL629P","misc_RNA",-0.0314831043139044,3.9574536586489906
"7534","KLF2P1","processed_pseudogene",0.0171872315040419,2.7275821418489903
"8980","COL4A4","protein_coding",0.0351291897645918,0.46701455452874296
"10628","RNU6ATAC6P","snRNA",-0.0159834739913867,1.19230087739953
"6749","MIR4435-1","miRNA",-0.045959566390686,4.4156350149446
"6757","Unknown","unprocessed_pseudogene",0.0219539423312101,3.15396405527278
"9001","SNRPGP8","processed_pseudogene",-0.0213878890780328,3.84966742783965
"3800","SELP","protein_coding",0.0386231719903744,4.7669237529843205
"7013","IGKV1OR2-6","IG_V_pseudogene",-0.0455625712100537,5.08458453641798
"3149","AL450992.2","antisense",0.0135411023411484,-0.169118192676805
"2086","RP11-170N11.1","lincRNA",0.0266519027251198,6.0557450060506
"12993","RN7SKP82","misc_RNA",0.0183351625568238,-0.8335248076446029
"3869","Unknown","TEC",0.0152357354299833,2.93816129835765
"2898","ANKRD35","protein_coding",-0.0180721420305259,4.32190446340002
"4670","RP11-410C4.5","lincRNA",0.0155150340751737,5.697700369173219
"4709","RP11-378J18.8","antisense",-0.0494747920615176,4.23624499772287
"18333","RP11-373N24.2","processed_pseudogene",0.0148058680409907,0.12766119027530598
"16025","SNORA18","snoRNA",0.0422191269021595,2.4350504774259902
"18039","MRPL42P2","processed_pseudogene",0.0304633332071618,6.238614264036389
"13965","MTRNR2L13","protein_coding",0.0246791638696857,1.07501239902165
"15304","CTD-2057J6.1","processed_pseudogene",0.0344087597680346,5.48919052208166
"9094","ECEL1P3","unprocessed_pseudogene",-0.039509292998422,3.49707868201518
"15551","RP11-484L7.2","processed_pseudogene",-0.0178914211755537,0.299080901382128
"14622","RP11-789C1.1","lincRNA",0.0173961121022885,5.7914977949649
"1833","DLEU2L","sense_intronic",-0.0135839830346347,4.9338154867424
"17072","YIPF5","protein_coding",-0.0551740193830601,4.00889612490098
"1345","Unknown","protein_coding",-0.0214036884440628,7.72420013136404
"18763","TAF11","protein_coding",-0.0401083370704316,6.093434817048
"3499","OR6N2","protein_coding",0.0293137776138407,2.4355607062208398
"766","RP11-4M23.3","antisense",0.0197313078174028,-0.598924902194787
"6020","ABCG8","protein_coding",-0.0149800257141134,-1.14517728512609
"216","Unknown","lincRNA",-0.0457564968596896,5.37750935920491
"18197","HIST1H3D","protein_coding",0.0219523838692221,6.55536844779833
"14882","ABC7-42391500H16.2","processed_pseudogene",0.0400874433937317,3.43762561590313
"15929","ENC1","protein_coding",0.020749079975261,-0.24078537509342604
"6475","NAGK","protein_coding",-0.0444362988536851,5.70283416482283
"12723","TAPT1","protein_coding",-0.0278549602999828,1.27215446005293
"9738","SUGT1P2","processed_pseudogene",0.0168287348372585,2.86751955957393
"3036","RP11-196G18.23","antisense",-0.0156907933870825,-0.975701866552573
"15807","U8","snoRNA",0.0142893526102628,-1.00566951489385
"5086","FMN2","protein_coding",-0.0356354307552693,4.1965457130865005
"2344","RP5-1070A16.1","lincRNA",0.0500663756360145,6.0392009447383606
"14805","SNORA31","snoRNA",0.014694453286716001,0.19632295652678303
"8737","IKZF2","protein_coding",-0.0416419020579068,2.40639297057859
"16728","Unknown","TEC",-0.0570670545238966,5.359930387830571
"16720","RP11-485M7.3","lincRNA",-0.0424924911243855,1.91859167819731
"5959","SOS1","protein_coding",0.0348209243200235,2.4415116734086
"12674","RP11-281P23.2","lincRNA",-0.0454020641016908,5.67580573389841
"12266","AC091633.3","antisense",-0.0387441884378891,7.6444443492116605
"7414","EPB41L5","protein_coding",-0.0354871964161543,6.162393889915731
"12751","RNA5SP157","rRNA_pseudogene",0.0170553301427663,-0.323623020110465
"17674","PRDX2P3","processed_pseudogene",-0.0552639283637173,4.395018583096251
"7009","IGKV1OR2-9","IG_V_pseudogene",0.0158432744266415,0.578079283701483
"8307","RP11-438L19.1","lincRNA",0.0450053990366938,7.64709176402972
"9550","METTL6","protein_coding",-0.0244815898603248,2.26560125449156
"4517","TRAF3IP3","protein_coding",-0.0632871264587683,4.39208712729275
"11340","RP11-102M11.2","antisense",0.0297116331895031,0.725357913836955
"16423","HMGN1P14","processed_pseudogene",-0.0563759306411343,3.63028186757885
"19007","RP5-1120P11.3","lincRNA",-0.0237579399460734,-2.19224729737826
"7247","Unknown","processed_transcript",0.0219077655885159,5.57603754185282
"15062","CTD-2201E9.2","sense_intronic",0.0543570077967576,7.09534154898412
"7583","RNU6-848P","snRNA",-0.0133580566468984,-1.23295235258776
"5199","RP11-452J6.2","processed_pseudogene",0.0187395335273354,1.5809477476685199
"18515","PSORS1C3","sense_intronic",-0.0344742668485419,7.22547472480421
"9425","JAGN1","protein_coding",-0.0329310551107371,2.86162219118836
"9788","Y_RNA","misc_RNA",0.018239252917603,0.40471910115373105
"4351","RNU6-487P","snRNA",-0.0545169847459493,4.94784619474515
"13083","RP11-61F5.1","processed_pseudogene",0.0145442327947094,-0.536476438470898
"9234","AC113618.1","lincRNA",0.0287908652033801,7.76908637913126
"4762","RP11-145A3.2","sense_intronic",0.0159753601868213,-0.899597891024597
"8755","AC073284.4","lincRNA",-0.0300557840486297,0.7191738783542259
"12181","TMEM207","protein_coding",-0.0536968860627271,5.416229215419509
"13510","GK2","protein_coding",-0.018057833606577,-0.43074281176500795
"3111","ZNF687","protein_coding",-0.0192765324749742,-0.590133330384759
"2150","SH3GLB1","protein_coding",-0.0164962114638988,1.48248333538898
"5832","GALNT14","protein_coding",-0.0409852157461231,7.2515017297894
"1081","RP4-803A2.1","processed_pseudogene",0.0133149225847092,-1.3624223033315501
"14560","RP11-366M4.13","lincRNA",-0.0590017828853828,5.79556742412838
"4892","RAB4A","protein_coding",-0.0389472076916513,6.07199325993477
"3209","SPRR2A","protein_coding",0.0341487939151319,5.13892836426177
"6280","COMMD1","protein_coding",0.0265623198957457,4.17080395902608
"4026","RP11-33M22.2","lincRNA",-0.0416895428004888,6.87626839114097
"14914","BRD9","protein_coding",-0.0133444212938098,1.5312947520666
"2638","PTPN22","protein_coding",0.0525955610981875,4.73783594894867
"2652","TRIM33","protein_coding",0.0432873456813138,3.6914988821255
"17965","RP11-637O19.2","antisense",0.0447529444151212,5.223020012004031
"2438","RP5-947P14.2","processed_pseudogene",-0.0133733807490913,-0.464912976763755
"15826","TAF9","protein_coding",0.04533612949939599,3.2304563298421605
"12413","SLC26A1","protein_coding",-0.0184805293942628,2.35494876530419
"9814","MYD88","protein_coding",0.0300370106140203,2.02882693899973
"15254","CDH10","protein_coding",-0.0328906410537163,2.68826411819979
"8617","AC007679.1","processed_pseudogene",-0.0136557225649572,-1.4107478316291002
"3282","TPM3","protein_coding",0.038922542974752,5.13724100152696
"4539","TRAF5","protein_coding",-0.0164202846161725,3.1837905755696405
"7188","AC009963.4","unprocessed_pseudogene",-0.0173412052126341,-0.250302970920175
"2419","AMY2B","protein_coding",0.0149783175800008,0.7763174416512639
"5038","Y_RNA","misc_RNA",0.0136188025089866,1.04335456778171
"4364","RP11-397P13.7","processed_pseudogene",0.0288832418987911,0.42403672818406
"2203","RP11-302M6.5","lincRNA",-0.0193392164159135,3.33445446969805
"10694","OR5H5P","unprocessed_pseudogene",-0.0278038465096256,8.203206642256111
"1851","CACHD1","protein_coding",-0.0401721625659919,6.7300891869851505
"13013","RP11-55C6.1","processed_pseudogene",-0.0281635743440961,1.30942066888622
"2478","RP5-1065J22.2","processed_pseudogene",-0.0341180315392797,6.30344034568331
"17491","CTC-308K20.4","processed_pseudogene",0.0561089085006602,6.675745705259019
"8845","CYP27A1","protein_coding",0.0379541038607004,3.4574972914305198
"12346","BDH1","protein_coding",0.0567580204016832,7.3729379492668405
"13234","RP11-63H19.2","processed_pseudogene",0.0252702437690253,1.5433935306173998
"12242","AC046143.6","processed_pseudogene",0.0175560606635178,0.300634463316162
"16063","DHFR","protein_coding",-0.0516853232856554,3.89761404210657
"10343","ARF4","protein_coding",-0.0344516158213449,1.7636247251718797
"13771","RP11-498M5.2","antisense",-0.0554319149338173,4.41593681840649
"16137","CTC-261N6.2","lincRNA",-0.0478241593781928,8.55544077652766
"13555","SEC31A","protein_coding",0.0536768130774738,4.25275065782529
"13748","RP11-766F14.2","protein_coding",0.0146133596510285,-0.738581078124054
"18381","RPS17P1","processed_pseudogene",-0.0153674206317135,0.6532242723642719
"11220","RHO","protein_coding",-0.0475620435217817,6.12807734929834
"5847","DPY30","protein_coding",-0.0135159253057595,-1.2180902454381202
"901","CD164L2","protein_coding",-0.030724380193252004,2.27900856960127
"6399","CNRIP1","protein_coding",0.0186640517743793,0.290301705907362
"5504","AC099344.3","lincRNA",0.0331337002216717,4.3988929741975
"2689","RP5-1185H19.2","lincRNA",-0.0478448716852992,6.65067198967182
"5652","AC011239.1","antisense",-0.0470927717454633,5.45185363836796
"12048","RP11-778D9.9","unprocessed_pseudogene",-0.0422137649945286,5.74560272137167
"18275","Unknown","protein_coding",0.0132131496023349,0.179446072255963
"10324","CCDC66","protein_coding",-0.0591749316839212,3.3956550007920097
"6690","Unknown","misc_RNA",-0.0315496290100601,5.936031942849
"1328","RP11-157D18.2","processed_pseudogene",-0.0455045912064334,9.21324936804671
"4522","SERTAD4-AS1","antisense",-0.0133290148474637,-0.781912775122695
"6130","NRXN1","protein_coding",-0.0438019930458274,7.1646687966216
"7399","RP11-77A13.1","antisense",0.049862754180500006,5.11588127509187
"17117","CTC-327F10.1","processed_pseudogene",-0.0506970960844951,5.246623031683111
"11771","RP11-12N13.2","processed_pseudogene",-0.0388913943202617,1.62091019546488
"15948","CTD-2235C13.2","antisense",-0.0282936757644983,2.65202378773953
"2565","RP5-1180E21.5","antisense",0.0613861765563597,5.07217575489881
"8190","AC016739.1","processed_pseudogene",-0.0222262629484557,-0.240311546718072
"15206","RP11-432M8.19","processed_pseudogene",0.0132606095201102,1.76774198420858
"16863","RNA5SP194","rRNA",-0.0164746233675135,5.3553890872195
"5049","RP11-385F5.4","antisense",-0.0338932318935223,2.57650099958065
"10802","MTND2P14","unprocessed_pseudogene",-0.0469983197733379,1.99395346686765
"13312","RP11-468N14.12","unprocessed_pseudogene",0.058062071476747,8.55052696574903
"15911","RP11-79P5.5","antisense",0.0329621046667134,4.04910128613263
"10350","RP11-332H21.2","processed_pseudogene",-0.0254206011370657,6.02015937683568
"8015","MAPRE1P3","processed_pseudogene",-0.0256960066769944,3.1818189343116003
"502","RP4-680D5.8","antisense",0.0606924644678375,2.08587907814244
"719","EPHA8","protein_coding",0.0158112017234617,2.68405975149891
"9046","AC012507.3","antisense",-0.0586842302612082,5.783343591735981
"17925","EEF1E1-BLOC1S5","protein_coding",0.0408564686122566,3.55052998547864
"16253","AC008592.7","lincRNA",-0.0553669046607882,3.4062410011652404
"13389","HMGA1P2","processed_pseudogene",-0.0349161180567246,6.637748344081009
"6503","RNU6-111P","snRNA",-0.0282890398599428,3.49373565029149
"17190","SYNPO","protein_coding",0.024542985513621,4.7742653666622195
"3352","FDPS","protein_coding",-0.0561290229730583,6.2738217890937005
"4447","RP11-534L20.4","processed_pseudogene",0.0413184915467736,0.9439775144490641
"9088","MIR1471","miRNA",-0.0438561195587422,4.928631207868491
"4794","ITPKB","protein_coding",-0.0443714802694349,5.24549080949754
"8656","MIR2355","miRNA",0.0343458199056665,3.47921153022138
"8652","RP11-95H11.1","lincRNA",0.0502454141224164,8.030449513879871
"148","RP11-181G12.2","antisense",-0.0228482393585763,1.63278175852696
"392","AGTRAP","protein_coding",-0.0488348939493116,8.163759169805619
"1187","RP3-423B22.5","processed_pseudogene",-0.0183181451709283,0.0118027099903775
"5961","RNU6-198P","snRNA",0.0413012642455667,5.918658462358691
"10462","EOGT","protein_coding",-0.047892519932144,5.218947653351161
"6134","AC009234.2","miRNA",-0.0369382012312314,7.0213272910452496
"18057","RNA5SP204","rRNA_pseudogene",-0.0366304649910719,3.36668381243173
"16220","RP11-185E12.2","lincRNA",0.0232649697322909,4.40401006101475
"10407","AC136289.1","transcribed_unitary_pseudogene",-0.0483249311127256,1.7318430337437098
"14337","RP11-76G10.1","antisense",-0.0513603573031817,5.47765142051661
"10775","RP11-221J22.2","lincRNA",0.0131292618392856,0.41211846827476895
"6143","AC087073.1","lincRNA",-0.0492064972574446,5.2711732704085
"16864","Unknown","rRNA_pseudogene",-0.0145082121934565,-0.32753855226825607
"11531","RP11-278L15.2","lincRNA",-0.038489961851830005,5.35336936424646
"17075","Unknown","lincRNA",-0.0436588978009511,2.49017552325461
"9926","POMGNT2","protein_coding",-0.0249822125778354,1.04876975022216
"7876","AC079150.3","lincRNA",-0.0368839982692423,1.4456667963116399
"10318","ERC2","protein_coding",-0.0481577331399518,6.36168305132849
"9687","AZI2","protein_coding",-0.0129232275657788,-0.412941459193411
"15050","Unknown","TEC",0.0531475058700098,3.43808355683833
"4691","DUSP10","protein_coding",0.0294761426777691,2.08670935941385
"11428","GRK7","protein_coding",0.0386056678313121,6.713785938667151
"13904","RP11-269F21.2","lincRNA",0.0231782176463531,3.8733283706166697
"15516","Unknown","processed_pseudogene",0.013748870867721,-1.12596893099222
"15097","RP11-1C1.4","lincRNA",-0.0310946354519474,2.27288589445922
"15596","CTD-2081C10.7","lincRNA",-0.0199153846836476,5.0446095735850305
"1764","RP11-63G10.2","lincRNA",0.0147812489920491,4.30111788986803
"14717","RN7SKP13","misc_RNA",0.0162860612629835,2.66743944802584
"13509","NAA11","protein_coding",-0.0301053329514016,3.7332222661192698
"13506","PAQR3","protein_coding",-0.0420948206041155,7.951892583450269
"13825","INTS12","protein_coding",-0.0128484389548291,0.513044601431504
"5694","AC012457.2","antisense",-0.0518301153060914,4.43941989584322
"824","PAQR7","protein_coding",0.0236583211222505,3.7262726144507003
"4701","Unknown","lincRNA",-0.0475204739046795,3.7103093899265405
"9464","Unknown","antisense",-0.0394389526354133,1.8175211133122802
"154","RP4-740C4.6","transcribed_processed_pseudogene",-0.030874993883442996,3.4951308581986
"4444","C1orf147","antisense",-0.0341040057908571,6.40292451643579
"13277","RNU6-95P","snRNA",0.0161360011380902,-0.848174500771433
"18050","CAP2","protein_coding",0.0132877443561372,-0.460378329500094
"11665","METTL15P1","processed_pseudogene",-0.0175370983286576,0.23829067722883102
"13995","SEC24D","protein_coding",-0.0171006297952529,0.786288847996655
"6580","EVA1A","protein_coding",-0.0158817799105368,0.134282883234645
"5767","KRTCAP3","protein_coding",0.0241058253727256,2.39157287165996
"1315","RNA5SP45","rRNA_pseudogene",0.0419858797217271,5.55230368627349
"2745","RP11-418J17.3","lincRNA",-0.012897970208042,-0.7441350898037359
"3977","RP11-345I18.6","processed_pseudogene",-0.0173041125268027,-1.32836910946347
"15623","MIR449B","miRNA",-0.0594684673997949,3.14784170703294
"11551","RP11-651P23.2","processed_pseudogene",-0.0400706818746684,3.1846395503808
"17888","LY86-AS1","antisense",-0.0127660879113912,-0.804427327188503
"11188","RP11-221E20.4","processed_pseudogene",0.025064840242107003,5.96414531188205
"17625","Unknown","lincRNA",0.0407585498563928,5.089578275738651
"8472","SATB2-AS1","antisense",-0.0437746762633779,7.09732281153857
"14642","RP11-798M19.3","antisense",0.0481896638233843,7.30432099059101
"1427","SNORD38B","snoRNA",-0.0453967830539727,5.51407265503991
"10378","RP11-719N22.1","processed_pseudogene",-0.0455631404233317,2.80448730257792
"15587","MOCS2","protein_coding",0.015943040500755,2.1247796891813304
"4560","DTL","protein_coding",-0.0417313433841785,7.49811501988623
"7378","AC062016.3","processed_pseudogene",-0.0128752971738309,-0.71225762806121
"8188","Unknown","TEC",-0.0351691966948623,7.708316140951389
"6460","LINC01143","lincRNA",-0.04418402924037901,5.4264407015391205
"13368","RP11-46J23.1","antisense",0.0355975333124032,2.23577753564272
"6252","PUS10","protein_coding",0.0434681059690043,9.22840344095864
"7463","RNU6-259P","snRNA",0.0167126962844252,5.58762993965268
"15714","AC104113.3","antisense",0.017309506988718002,5.286119235680981
"465","PRAMEF8","protein_coding",-0.0173874388370902,0.388316420807179
"17599","PFN3","protein_coding",0.0622976342606363,5.24160876018302
"3256","RP11-216N14.9","antisense",0.0161548418075469,-0.618720434076505
"2958","GPR89B","protein_coding",-0.0414351679170899,4.9651565397512805
"1755","RP4-592A1.4","processed_pseudogene",-0.0219358663132748,-0.6014930185905799
"1680","LDLRAD1","protein_coding",-0.0366682405300961,3.3974030089334906
"15189","Unknown","protein_coding",-0.0205510131421106,0.34997221768544107
"6743","AC068279.3","processed_pseudogene",0.0192794805352242,10.9089428418363
"18774","MKRNP2","unprocessed_pseudogene",-0.0515802347835061,2.9437704528804396
"16741","MIR3661","miRNA",-0.0381381659355814,3.5038403997620695
"4477","CR2","protein_coding",-0.0228512612859943,6.91119392782317
"5201","RP11-439E19.7","lincRNA",0.0126614155864834,3.15543163124248
"9451","Unknown","misc_RNA",0.0157131642631915,6.140900744789151
"13185","RNU6-998P","snRNA",-0.054098151923909,4.36173825872155
